province,topic,merged
Aceh,Socio-religious,Andin kesusahan bergerak serta bernafas dalam tidurnya. Andin tertimpa beuno.
Aceh,Socio-religious,Andi baru membeli mobil baru. Andi melakukan upacara peusijuek.
Aceh,Socio-religious,"Pak Samad seseorang yang sangat saleh, mendapatkan gaji lebih. Pak Samad tidak lupa bersedekah."
Aceh,Socio-religious,Pak Ali bertemu pak Samad di jalan. Pak Ali memberi salam kepada pak Samad.
Aceh,Socio-religious,Buk Ani lewat di depan rumah buk Tuti. Buk Tuti menyapa buk Ani.
Aceh,Socio-religious,Sinta akan menikah minggu depan. Sinta merawat diri menggunakan lulur pengantin.
Aceh,Socio-religious,Kucing Anding sedang luka. Andin mengoleskan kucingnya kunyit.
Aceh,Socio-religious,Pak Ali sedang berada di kebun dan terluka. Pak Ali mengoleskan daun serapoh di lukanya.
Aceh,Socio-religious,Awai buet dudo pike. Teulah oh akhe keupeu lom guna.
Sumatera Utara,Makanan,Ulina membeli lapet di kedai untuk sarapan pagi. Isi lapet yang dibeli Ulina adalah kelapa.
Sumatera Utara,Makanan,Pak Bento ingin sarapan pagi di kedai. Pak Bento memesan mi gomak kuah santan.
Sumatera Utara,Makanan,Sinta ingin makan siang di rumah makan. Sinta memesan ikan mas arsik dan nasi putih.
Sumatera Utara,Makanan,"Bu Marni pergi ke pasar membeli bumbu sederhana untuk memasak makan siang. Bu Marni membeli andaliman, tomat, bawang, dan cabai."
Sumatera Utara,Makanan,"Mikha makan siang dengan lontong. Lontong yang dibeli Mikha berisi mie, tauco, lontong, labu siam, telur bulat dan kerupuk."
Sumatera Utara,Makanan,"Pak Charlie sedang menggelar acara makan malam bersama keluarga besarnya. Pak Charlie menyediakan babi panggang, ikan mas arsik, dan saksang."
Sumatera Utara,Makanan,Bu Rena makan malam dengan tanggo-tanggo. Daging dipotong dalam ukuran yang sedang.
Sumatera Utara,Makanan,Bu Gita ingin menjamu Coki dengan makanan ringan karena sudah membantunya memperbaiki televisi. Bu Gita memberi pisang goreng dan godok-godok.
Sumatera Utara,Makanan,Pak Sapta ingin menonton pertandingan sepak bola sambil memakan camilan. Pak Sapta membeli kacang sihobuk.
Sumatera Utara,Makanan,Sinta ingin membawa oleh-oleh dari Medan. Sinta membeli bika ambon.
Sumatera Utara,Makanan,Nenek Duma rindu oleh-oleh bersejarah Sumatera Utara yang merupakan makanan yang dikonsumsi saat perang. Nenek Duma membeli sasagun.
Sumatera Utara,Makanan,Bu Gabe ingin membeli oleh-oleh kain untuk menantunya. Bu Gabe membeli kain ulos.
Sumatera Utara,Makanan,Pak Goklas ingin minum minuman beralkohol di kedai kampungnya. Pak Goklas memesan tuak.
Sumatera Utara,Makanan,Sugeng ingin mencicipi jenis minuman yang populer di Medan pada sebuah kedai. Sugeng memesan teh susu telur (TST).
Sumatera Utara,Makanan,Lisna membeli hare di pesta. Hare yang dibeli Lisna disajikan menggunakan daun pisang.
Sumatera Utara,Makanan,Nenek Arta memasak air minum di gubuk ladangnya. Air dimasak menggunakan hudon.
Sumatera Utara,Makanan,"Rizki baru membuka rumah makan Batak di Medan. Menu yang dijual Rizki adalah babi panggang karo, napinadar, ikan mas arsik, dan tanggo-tanggo."
Sumatera Utara,Makanan,Bu Dame makan di pesta pernikahan tetangganya. Lauk yang dimakan Bu Dame adalah saksang.
Sumatera Utara,Makanan,Austin ingin memasak naniura. Naniura dimasak dengan cara fermentasi bumbu utama yakni asam.
Sumatera Utara,Makanan,Pak Tarno ingin mencoba buah manis yang populer di Medan. Pak Tarno membeli durian.
Sumatera Utara,Makanan,Rita membuka toko buah khas Medan. Rita menjual salak sidempuan dan nenas sipahutar.
Sumatera Utara,Pernikahan,Cristo ingin melamar kekasihnya. Cristo memberi sinamot berupa uang karena sinamot diberikan oleh pihak laki-laki.
Sumatera Utara,Pernikahan,Malaeki melakukan lamaran ke rumah keluarga kekasihnya. Acara hanya dihadiri oleh keluarga dekat dan utusan dari warga sekampungnya.
Sumatera Utara,Pernikahan,Tata menikah dalam adat Batak. Tata melakukan sesi manggomak tumpak saat upacara pernikahan.
Sumatera Utara,Pernikahan,Pernikahan Aurel dilakukan dalam adat Batak Toba. Orang tua Aurel memberikan ulos pansamot kepada orang tua pihak pria.
Sumatera Utara,Pernikahan,Pernikahan Arta berlangsung dalam adat Batak Toba. Para tetua memberi doa ucapan berupa umpasa saat upacara pernikahan.
Sumatera Utara,Pernikahan,Marta baru menyelesaikan upacara pernikahan dengan suaminya. Marta tinggal sementara di rumah mertuanya sebelum tinggal di rumahnya dan suaminya.
Sumatera Utara,Pernikahan,Marta dan suaminya ingin lebih mandiri dalam berumah tangga. Marta dan suaminya manjae dari rumah orang tua suaminya.
Sumatera Utara,Pernikahan,"Marta dan suami diulosi saat menikah. Sesudah upacara pernikahan, ulos hasil pernikahan Marta dan suaminya disimpan oleh keluarga."
Sumatera Utara,Pernikahan,Pernikahan Alex dilakukan dalam adat Batak Toba. Alex memakai ulos hela saat upacara pernikahan.
Sumatera Utara,Pernikahan,Pernikahan Jhonatan dilakukan dalam adat Batak Toba. Jhonatan memakai tali-tali di kepalanya.
Sumatera Utara,Pernikahan,Pernikahan Sinta dilakukan dalam adat Batak Toba. Sinta memakai ulos sadum saat upacara pernikahan.
Sumatera Utara,Pernikahan,Pernikahan Amanda dilakukan dalam adat Batak Toba. Amanda memakai sortali di kepalanya.
Sumatera Utara,Pernikahan,Bu Marta adalah tamu undangan dari pihak keluarga pengantin wanita. Bu Marta membawa tandok berisi beras putih.
Sumatera Utara,Pernikahan,Anak perempuan pak Erik menikah di kampung pihak mempelai laki-laki yang jauh dari kampung pak Erik. Pak Erik membiayai ongkos warga sekampungnya yang menjadi tamu undangan.
Sumatera Utara,Pernikahan,Adel menikah dalam adat Batak Toba. Pernikahan Adelia digelar di kampung pihak keluarga laki-laki.
Sumatera Utara,Pernikahan,"Johan menggunakan jasa katering sebagai penyedia makanan saat acara pernikahannya dalam adat Batak Toba. Menu katering yang dipesan Johan adalah saksang, ikan arsik, ayam gota, dan nasi putih."
Sumatera Utara,Pernikahan,"Sebagai pengantin, Kevin dan Ratna akan melanjutkan prosesi memakan ikan mas arsik sebagai bagian dari adat pernikahan Batak Toba. Ikan mas arsik disajikan dalam kondisi utuh dengan hanya membuang bagian dalam ikan mas saja."
Sumatera Utara,Pernikahan,Widia adalah pengantin wanita di pernikahan adat Batak. Hanya Widia yang berhak melakukan sesi manggomak tumpak berupa uang.
Sumatera Utara,Pernikahan,Tito dan Aurel adalah pengantin adat Batak yang akan menerima kain khas di acara pernikahan mereka. Tito dan Aurel menerima ulos.
Sumatera Utara,Hubungan Keluarga,Ulina sedang menelepon ibunya dalam bahasa Batak Toba. Ulina memanggil ibunya dengan panggilan 'omak'.
Sumatera Utara,Hubungan Keluarga,Rika adalah anak bungsu dalam keluarga Batak Toba. Rika disebut sebagai siampudan dalam keluarga intinya.
Sumatera Utara,Hubungan Keluarga,Samuel adalah anak pertama dalam keluarga Batak Toba. Rika disebut sebagai anak panggoaran dalam keluarga intinya.
Sumatera Utara,Hubungan Keluarga,Rita bertemu dengan adik perempuan ayahnya yang bersuku Batak Toba. Rita memanggilnya dengan sebutan 'namboru'.
Sumatera Utara,Hubungan Keluarga,Erika adalah anak dari paman Tito bersuku yang Batak Toba. Tito memanggil Erika dengan sebutan 'pariban'.
Sumatera Utara,Hubungan Keluarga,Bu Anita ingin menjamu tamunya. Bu Anita memberi lapet dan godok-godok.
Sumatera Utara,Hubungan Keluarga,"Pak Kristo ingin masuk ke dalam rumah tetangganya di Humbang Hasundutan. Pak Kristo mengucapkan ""horas"" saat memasuki rumah."
Sumatera Utara,Hubungan Keluarga,Anak dari tetangga bu Ratna akan mengadakan acara marhata sinamot untuk pernikahan. Bu Ratna ikut serta dalam acara tersebut sebagai perwakilan warga.
Sumatera Utara,Hubungan Keluarga,"Bu Kiana ingin merayakan kelahiran cucu pertamanya. Bu Kiana mengundang tetangga, kumpulan marga yang berhubungan dengan keluarga mereka, dan keluarga besarnya."
Sumatera Utara,Hubungan Keluarga,Tino dan Laras memilki marga yang sama. Tino dan Laras tidak boleh menikah.
Sumatera Utara,"Kehamilan, Bayi, Anak",Dinar sedang hamil 7 bulan. Dinar melakukan tradisi mangirdak di rumah ibu kandungnya.
Sumatera Utara,"Kehamilan, Bayi, Anak",Dinar sedang melakukan tradisi pemberkatan kehamilan 7 bulannya. Menu wajib pada tradisi tersebut adalah ikan mas.
Sumatera Utara,"Kehamilan, Bayi, Anak",Saat Talia mengandung ia tidak suka bersolek. Anak yang dikandung Talia diprediksi adalah laki-laki.
Sumatera Utara,"Kehamilan, Bayi, Anak",Risma baru melahirkan dan harus menjaga suhu hangat tubuhnya. Risma tidur dengan arang yang menyala di bawah kolong tempat tidurnya.
Sumatera Utara,"Kehamilan, Bayi, Anak",Risma berada di fase menyusui bayinya yang baru lahir. Risma harus rajin mengkonsumsi daun bangun-bangun agar memperlancar produksi asi-nya.
Sumatera Utara,"Kehamilan, Bayi, Anak",Tamara ingin agar bayinya tumbuh dengan mata yang normal. Tamara menjaga mata bayinya dari paparan cahaya langsung agar mata bayinya tidak juling.
Sumatera Utara,"Kehamilan, Bayi, Anak",Pak Niko ingin agar anak balitanya tumbuh dengan otak yang cerdas. Pak Niko rutin memberi air uap nasi untuk diminum.
Sumatera Utara,"Kehamilan, Bayi, Anak",Bu Erna ingin agar kelak rambut anak balitanya tumbuh lebat. Bu Erna rutin memotong rambut anak balitanya.
Sumatera Utara,"Kehamilan, Bayi, Anak",Pak Erik ingin supaya anak laki-lakinya memiliki tubuh yang tinggi. Pak Erik selalu menyarankan agar anaknya rajin melompat.
Sumatera Utara,"Kehamilan, Bayi, Anak",Pak Dion mencabut gigi anaknya yang sudah goyang. Gigi anak Pak Dion yang sudah dicabut di lempar ke atas seng.
Sumatera Utara,"Kehamilan, Bayi, Anak",Aroma tubuh Ratna sudah mulai tidak enak karena perkembangan hormon di usia remajanya. Ibu Ratna menyuruhnya untuk mandi menggunakan rendaman air unte pangir.
Sumatera Utara,"Kehamilan, Bayi, Anak",Bu Erika ingin menyembuhkan mata merah anaknya yang sudah remaja. Bu Erika menggunakan air rebusan daun sirih.
Sumatera Utara,"Kehamilan, Bayi, Anak",Melisa adalah putri satu-satunya di keluarganya yang sudah berusia 30 tahun. Orang tua Melisa mendorongnya agar segera menikah dengan pria bersuku Batak Toba agar bisa melanjutkan garis keturunan marga.
Sumatera Utara,"Kehamilan, Bayi, Anak",Putri Bu Tamara sudah dewasa dan menyelesaikan pendidikannya. Bu Tamara mendorong putrinya untuk bisa memiliki penghasilan sendiri karena wanita harus bisa hidup mandiri.
Sumatera Utara,Kematian,Nenek Kirana baru saja wafat. Jenazah nenek Kirana ditutup menggunakan kain ulos.
Sumatera Utara,Kematian,Nenek Basuki baru saja wafat. Jenazah nenek Basuki dimandikan terlebih dahulu.
Sumatera Utara,Kematian,Harri ingin membuat upacara adat Batak atas wafatnya neneknya. Jenazah nenek Harris mengenakan pakaian sebelum dimasukkan ke peti mati.
Sumatera Utara,Kematian,Keluarga Rosa telah memasukkan neneknya yang wafat ke peti mati. Keluarga Rosa memasukkan barang-barang kesukaan neneknya selama hidup ke dalam peti mati.
Sumatera Utara,Kematian,Pak Andi ziarah ke makam kakeknya yang semasa hidupnya suka merokok. Pak Andi meletakkan rokok yang menyala di atas kuburan kakeknya.
Sumatera Utara,Kematian,"Setelah jenazah nenek Haris dikuburkan, dilakukan ritual adat ungkap hombung. Ritual adat melibatkan pihak hula-hula."
Sumatera Utara,Kematian,Bu Anita sedang memilih kain kebaya yang akan ia kenakan di upacara wafat tetangganya. Bu Anita memilih kain kebaya warna hitam.
Sumatera Utara,Kematian,Bu Rahma mengenakan ulos di upacara adat wafat tetangganya. Ulos yang dikenakan bu Rahma bernuansa gelap.
Sumatera Utara,Kematian,Pak Tarno adalah anak laki-laki bungsu di keluarganya. Pak Tarno menerima warisan rumah.
Sumatera Utara,Hari Besar Agama,Warga di kampung Bu Santi akan merayakan Natal bersama besok. Warga melakukan tradisi marbinda sebelum perayaan.
Sumatera Utara,Hari Besar Agama,"Pak Togap melakukan tradisi mamogang untuk menyambut hari raya Idul Fitri. Pada tradisi itu, kerbau dijual dengan harga pasaran."
Sumatera Utara,Hari Besar Agama,Bu Salma akan menyiapkan kue sebelum perayaan Natal untuk keluarganya di kampung. Bu salma membeli kue kembang loyang.
Sumatera Utara,Hari Besar Agama,Pak Sapto ingin memeriahkan hari natal yang akan dilaksanakan di kampungnya. Pak Sapto menyediakan kembang api untuk digunakan setelah acara natal.
Sumatera Utara,Hari Besar Agama,Dinar membeli oleh-oleh bika ambon. Bika ambon hanya bertahan selama 3-4 hari karena tidak menggunakan pengawet.
Sumatera Utara,Hari Besar Agama,Rizki melakukan tradisi mangalomang saat hari raya Idul Fitri. Mangalomang bermakna memasak beras ketan yang dipadukan dengan santan kelapa dan dimasukkan ke dalam bambu.
Sumatera Utara,Hari Besar Agama,Diana kehabisan pohon natal buatan di pasar untuk dipajang di halaman rumahnya. Diana mengganti pohon natal buatan dengan pohon cemara.
Sumatera Utara,Hari Besar Agama,Warga di kampung Tamara menggalang dana di hari Natal yang disebut sesi lelang. Sesi lelang dilakukan setelah ibadah natal selesai dilakukan.
Sumatera Utara,Hari Besar Agama,Warga di kampung bu Sinta sedang merayakan acara Natal. Pembukaan acara dilakukan dengan penyalaan lilin.
Sumatera Utara,Hari Besar Agama,Warga dikampung pak Heru ingin melakukan acara syukuran setelah memperingati hari natal dan tahun baru. Warga di kampung pak Heru melakukan pesta bona taon.
Sumatera Utara,Pertanian,Bu Erna ingin menanam produk pertanian yang mudah tumbuh tanpa perawatan intens. Bu Erna menanam ubi jalar.
Sumatera Utara,Pertanian,Daerah bu Rahma merupakan daerah penghasil tepung tapioka. Petani di sekitar bu Rahma menanam ubi kayu.
Sumatera Utara,Pertanian,Pak Gabe ingin mulai menanam padi di sawahnya. Langkah pertama yang dilakukan pak Gabe adalah mambatangi aek.
Sumatera Utara,Pertanian,Adi yang bersuku Batak Simalungun mengikuti pesta syukuran panen. Pesta rondang bittang itu dilaksanakan saat terang bulan.
Sumatera Utara,Pertanian,Pak Togap yang bersuku Batak Toba melakukan tradisi mardege sebagai ucapan bersyukur karena panen. Tahap pertama dari tradisi mardege adalah memotong batang padi dan mengumpulkannya dalam satu tumpukan.
Sumatera Utara,Ikan dan Ternak,Pak Dodi kehabisan dedak untuk pakan ternak babinya. Pak Dodi memberi andor sebagai pengganti pakan ternak babinya.
Sumatera Utara,Ikan dan Ternak,Bu Marni memelihara bebeknya di sawah. Bebek bu Marni memakan keong.
Sumatera Utara,Ikan dan Ternak,Pak Tarno beternak babi. Babi pak Tarno selalu diternakkan di dalam kandang.
Sumatera Utara,Ikan dan Ternak,Heru ingin memberi makan ternak kerbaunya. Heru memberikan rumput.
Sumatera Utara,Ikan dan Ternak,Kerbau pak Tito baru mati karena tarlombang. Pak Tito menjual kerbaunya dengan harga yang lebih murah dari harga normal.
Sumatera Utara,Ikan dan Ternak,Jeremi ingin menjual ayam peliharaannya. Jeremi menjualnya ke onan.
Sumatera Utara,Seni,Tim musik pak Lasro dipakai untuk upacara meninggal orang tua yang sudah memiliki cicit. Tim musik pak Lasro wajib memainkan alat musik ogung di upacara tersebut.
Sumatera Utara,Seni,Erik ahli dalam alat musik tiup Batak. Erik biasanya memainkan sarune bolon.
Sumatera Utara,Seni,Togap ahli dalam alat musik pukul Batak. Togap suka memainkan taganing.
Sumatera Utara,Seni,"Lasro ingin menyanyikan lagu Batak bertemakan kampung halaman. Lasro menyanyikan lagu ""arga do bona ni pinasa""."
Sumatera Utara,Seni,Talia mempertunjukkan tari sipitu cawan di upacara adat Batak Toba. Talia menggunakan cawan di atas kepalanya sambil menari.
Sumatera Utara,Seni,Kepala desa pak Ramli mengundang dukun untuk membantu penanggulangan bencana alam di desanya. Dukun yang diundang melakukan jenis tari tor-tor tunggal panaluan.
Sumatera Utara,Seni,Friska menari sipitu cawan di upacara adat Batak Toba. Friska wajib mengenakan kain ulos saat menari.
Sumatera Utara,Seni,Azka ingin menghadiri festival Batak yang diperankan oleh kaum muda mudi. Azka menghadiri festival gondang naposo.
Sumatera Utara,Seni,Pengantin beserta keluarga akan memasuki tempat pesta adat penikahan. Pengantin beserta keluarga masuk dengan diiringi oleh penari dengan tari tor-tor.
Sumatera Utara,Seni,Sekolah Dasar di kampung Bu Ratna wajib menampilkan tari di hari peringatan kemerdekaan Indonesia. Sekolah Dasar Bu Ratna menampilkan tari tumba.
Sumatera Utara,Seni,Erika adalah pemain joting di acara opera Batak. Erika menampilkan tari ende saat pertunjukan.
Sumatera Utara,Seni,"Acara pernikahan David telah sampai di sesi umpasa. Umpasa yang diterima berupa nasehat, doa, dan pengharapan."
Sumatera Utara,Seni,Pernikahan Anton dan Ratna telah sampai di prosesi menabur beras. Prosesi menabur beras ke pengantin diiringi dengan pemberian umpasa.
Sumatera Utara,Permainan,Bona dan teman-temannya ingin memainkan permainan yang tidak menggunakan alat. Bona dan teman-temannya bermain margala.
Sumatera Utara,Permainan,Tamara dan temannya ingin bermain marakkat singa. Mereka menggunakan karet gelang.
Sumatera Utara,Permainan,Eriko dan temannya sedang melakukan permainan marjukkit goje. Eriko dan temannya bermain di halaman.
Sumatera Utara,Permainan,Tamrin dan temannya sedang melakukan permainan marlali-lali. Mereka bermain di halaman.
Sumatera Utara,Sehari-hari,Pak Tamrin baru menyelesaikan pekerjaannya di sawah. Pak Tamrin pergi ke lapo untuk bersantai dengan teman-temannya.
Sumatera Utara,Sehari-hari,Pak Ando pergi ke lapo untuk bersantai. Lapo menyediakan tuak dan tanggo-tanggo.
Sumatera Utara,Sehari-hari,Pak Sapto dan teman-temannya sedang nongkrong di lapo. Mereka bernyanyi bersama.
Sumatera Utara,Sehari-hari,Azka ingin menambah penghasilannya dengan menjadi tukang becak. Azka menjalankan becaknya dengan bantuan tenaga motor.
Sumatera Utara,Sehari-hari,Gita ingin pergi ke Samosir menggunakan transportasi jalur air. Gita menaiki KMP.
Sumatera Utara,Sehari-hari,Sinta tinggal di rumah Bolon. Struktur rumah terdiri atas 18 tiang yang kokoh agar tahan terhadap gempa.
Sumatera Utara,Sehari-hari,Ramla ingin membangun rumah adat Batak Toba di kampungnya. Rumah yang dibangun menampilkan ukiran gorga.
Sumatera Utara,Sehari-hari,Pak Sapto memasukkan kerbaunya ke kandang saat senja. Pak Sapto tidak menyediakan pakan kerbau di dalam kandang.
Sumatera Utara,Sehari-hari,Pak Lasro pergi ke lapo di malam hari untuk berbincang-bincang dengan temannya. Pak Lasro memesan tuak.
Sumatera Utara,Sehari-hari,Kakek Ondo sarapan di kedai. Kakek Ondo memakan lapet.
Sumatera Utara,Socio-religious,Bu Lamtiar akan merayakan pesta gotilon di gerejanya. Bu Lamtiar membawa sebagian hasil panennya ke gereja.
Sumatera Utara,Socio-religious,Umat Kristiani sedang merayakan hari natal di gereja. Pihak gereja memajang pohon natal.
Sumatera Utara,Socio-religious,Pohon beringin di samping rumah Rahma sudah memiliki banyak akar gantung. Warga sekampung Rahma percaya bahwa hantu homang sudah bersemayam di pohon beringin tersebut.
Sumatera Utara,Socio-religious,Warga di kampung Erna mengaku pernah melihat makhluk jadi-jadian yang disebut sigulambak di jalan sepi pada sore hari. Ciri-ciri sigulambak adalah mengeluarkan suara seperti kambing.
Sumatera Utara,Socio-religious,"Nenek Mikha suka mengunyah demban setiap hari. Campuran demban sebelum dikunyah adalah pinang, hapur, dan timbaho."
Sumatera Utara,Socio-religious,Nenek Marta pergi ibadah ke gereja. Nenek Marta mengenakan kebaya.
